-181.804, 72.348, 2.408,  4.675
-181.795, 72.241, 2.472,  4.718
-181.787, 72.132, 2.519,  4.761
-181.779, 72.023, 2.515,  4.804
-181.771, 71.915, 2.478,  4.847
-181.764, 71.810, 2.408,  4.890
-181.757, 71.708, 2.340,  4.933
-181.750, 71.609, 2.285,  4.976
-181.744, 71.511, 2.251,  5.019
-181.738, 71.414, 2.243,  5.062
-181.732, 71.316, 2.263,  5.105
-181.726, 71.216, 2.308,  5.148
-181.721, 71.114, 2.370,  5.191
-181.715, 71.008, 2.440,  5.234
-181.709, 70.900, 2.512,  5.277
-181.703, 70.788, 2.580,  5.320
-181.697, 70.674, 2.643,  5.363
-181.692, 70.557, 2.687,  5.406
-181.686, 70.441, 2.680,  5.449
-181.681, 70.326, 2.639,  5.492
-181.676, 70.214, 2.565,  5.535
-181.672, 70.105, 2.492,  5.578
-181.667, 69.999, 2.432,  5.621
-181.663, 69.895, 2.392,  5.664
-181.659, 69.792, 2.378,  5.707
-181.655, 69.689, 2.393,  5.750
-181.652, 69.583, 2.435,  5.793
-181.648, 69.475, 2.496,  5.836
-181.644, 69.364, 2.567,  5.879
-181.640, 69.250, 2.640,  5.922
-181.636, 69.132, 2.711,  5.965
-181.633, 69.012, 2.777,  6.008
-181.629, 68.889, 2.825,  6.051
-181.626, 68.767, 2.821,  6.094
-181.622, 68.646, 2.779,  6.137
-181.619, 68.528, 2.704,  6.180
-181.616, 68.413, 2.629,  6.223
-181.613, 68.301, 2.565,  6.266
-181.611, 68.192, 2.521,  6.309
-181.608, 68.083, 2.503,  6.352
-181.606, 67.974, 2.514,  6.395
-181.603, 67.863, 2.554,  6.438
-181.601, 67.750, 2.615,  6.481
-181.598, 67.634, 2.689,  6.524
-181.596, 67.514, 2.766,  6.567
-181.594, 67.391, 2.843,  6.610
-181.591, 67.265, 2.915,  6.653
-181.589, 67.135, 2.981,  6.696
-181.587, 67.004, 3.026,  6.739
-181.584, 66.873, 3.019,  6.782
-181.582, 66.743, 2.973,  6.825
-181.580, 66.617, 2.895,  6.868
-181.579, 66.494, 2.814,  6.911
-181.577, 66.375, 2.744,  6.954
-181.575, 66.258, 2.694,  6.997
-181.574, 66.142, 2.669,  7.040
-181.572, 66.026, 2.674,  7.083
-181.571, 65.908, 2.709,  7.126
-181.569, 65.788, 2.768,  7.169
-181.568, 65.665, 2.842,  7.212
-181.566, 65.539, 2.922,  7.255
-181.565, 65.409, 3.002,  7.298
-181.563, 65.275, 3.079,  7.341
-181.562, 65.139, 3.149,  7.384
-181.561, 65.000, 3.211,  7.427
-181.559, 64.859, 3.253,  7.470
-181.558, 64.718, 3.242,  7.513
-181.557, 64.579, 3.191,  7.556
-181.556, 64.443, 3.107,  7.599
-181.555, 64.311, 3.021,  7.642
-181.554, 64.183, 2.945,  7.685
-181.553, 64.058, 2.887,  7.728
-181.552, 63.934, 2.855,  7.771
-181.551, 63.810, 2.852,  7.814
-181.550, 63.685, 2.881,  7.857
-181.549, 63.557, 2.937,  7.900
-181.548, 63.427, 3.011,  7.943
-181.547, 63.293, 3.092,  7.986
-181.547, 63.155, 3.177,  8.029
-181.546, 63.014, 3.259,  8.072
-181.545, 62.870, 3.336,  8.115
-181.544, 62.722, 3.406,  8.158
-181.543, 62.572, 3.466,  8.201
-181.543, 62.420, 3.505,  8.244
-181.542, 62.268, 3.491,  8.287
-181.541, 62.118, 3.434,  8.330
-181.540, 61.972, 3.362,  8.373
-181.540, 61.829, 3.292,  8.416
-181.539, 61.688, 3.235,  8.459
-181.539, 61.549, 3.199,  8.502
-181.538, 61.411, 3.191,  8.545
-181.537, 61.271, 3.212,  8.588
-181.537, 61.130, 3.258,  8.631
-181.536, 60.986, 3.319,  8.674
-181.536, 60.839, 3.388,  8.717
-181.535, 60.689, 3.459,  8.760
-181.535, 60.536, 3.530,  8.803
-181.534, 60.381, 3.596,  8.846
-181.534, 60.222, 3.655,  8.889
-181.533, 60.061, 3.708,  8.932
-181.533, 59.899, 3.741,  8.975
-181.533, 59.737, 3.720,  9.018
-181.532, 59.578, 3.659,  9.061
-181.532, 59.422, 3.582,  9.104
-181.531, 59.269, 3.505,  9.147
-181.531, 59.119, 3.442,  9.190
-181.531, 58.971, 3.399,  9.233
-181.530, 58.824, 3.383,  9.276
-181.530, 58.677, 3.399,  9.319
-181.529, 58.528, 3.442,  9.362
-181.529, 58.376, 3.505,  9.405
-181.529, 58.221, 3.578,  9.448
-181.528, 58.062, 3.655,  9.491
-181.528, 57.900, 3.733,  9.534
-181.528, 57.735, 3.807,  9.577
-181.527, 57.567, 3.875,  9.620
-181.527, 57.397, 3.935,  9.663
-181.527, 57.224, 3.986,  9.706
-181.526, 57.049, 4.029,  9.749
-181.526, 56.873, 4.052,  9.792
-181.526, 56.698, 4.021,  9.835
-181.525, 56.526, 3.951,  9.878
-181.525, 56.358, 3.866,  9.921
-181.525, 56.193, 3.781,  9.964
-181.525, 56.032, 3.708, 10.007
-181.524, 55.873, 3.656, 10.050
-181.524, 55.715, 3.631, 10.093
-181.524, 55.557, 3.638, 10.136
-181.524, 55.397, 3.676, 10.179
-181.523, 55.235, 3.738, 10.222
-181.523, 55.070, 3.812, 10.265
-181.523, 54.901, 3.894, 10.308
-181.523, 54.729, 3.978, 10.351
-181.522, 54.553, 4.059, 10.394
-181.522, 54.374, 4.135, 10.437
-181.522, 54.191, 4.203, 10.480
-181.522, 54.007, 4.263, 10.523
-181.521, 53.820, 4.314, 10.566
-181.521, 53.631, 4.356, 10.609
-181.521, 53.440, 4.389, 10.652
-181.521, 53.249, 4.415, 10.695
-181.520, 53.057, 4.422, 10.738
-181.520, 52.866, 4.384, 10.781
-181.520, 52.678, 4.318, 10.824
-181.520, 52.493, 4.243, 10.867
-181.519, 52.312, 4.174, 10.910
-181.519, 52.132, 4.120, 10.953
-181.519, 51.955, 4.089, 10.996
-181.519, 51.777, 4.089, 11.039
-181.519, 51.599, 4.116, 11.082
-181.518, 51.418, 4.164, 11.125
-181.518, 51.235, 4.224, 11.168
-181.518, 51.048, 4.292, 11.211
-181.518, 50.859, 4.362, 11.254
-181.517, 50.667, 4.432, 11.297
-181.517, 50.472, 4.498, 11.340
-181.517, 50.274, 4.559, 11.383
-181.517, 50.074, 4.613, 11.426
-181.516, 49.872, 4.660, 11.469
-181.516, 49.668, 4.701, 11.512
-181.516, 49.463, 4.734, 11.555
-181.516, 49.256, 4.761, 11.598
-181.515, 49.049, 4.783, 11.641
-181.515, 48.840, 4.800, 11.684
-181.515, 48.631, 4.815, 11.727
-181.515, 48.422, 4.827, 11.770
-181.515, 48.212, 4.837, 11.813
-181.514, 48.002, 4.848, 11.856
-181.514, 47.791, 4.858, 11.899
-181.514, 47.579, 4.869, 11.942
-181.514, 47.367, 4.881, 11.985
-181.513, 47.155, 4.894, 12.028
-181.513, 46.942, 4.908, 12.071
-181.513, 46.728, 4.923, 12.114
-181.512, 46.513, 4.939, 12.157
-181.512, 46.298, 4.956, 12.200
-181.512, 46.082, 4.974, 12.243
-181.511, 45.865, 4.993, 12.286
-181.511, 45.648, 5.012, 12.329
-181.511, 45.429, 5.032, 12.372
-181.511, 45.210, 5.052, 12.415
-181.510, 44.989, 5.072, 12.458
-181.510, 44.768, 5.093, 12.501
-181.510, 44.546, 5.112, 12.544
-181.509, 44.323, 5.132, 12.587
-181.509, 44.100, 5.141, 12.630
-181.509, 43.876, 5.145, 12.673
-181.509, 43.653, 5.141, 12.716
-181.508, 43.430, 5.147, 12.759
-181.508, 43.206, 5.152, 12.802
-181.508, 42.981, 5.168, 12.845
-181.507, 42.756, 5.183, 12.888
-181.507, 42.530, 5.207, 12.931
-181.507, 42.303, 5.230, 12.974
-181.506, 42.075, 5.261, 13.017
-181.506, 41.845, 5.288, 13.060
-181.506, 41.614, 5.323, 13.103
-181.505, 41.381, 5.353, 13.146
-181.505, 41.148, 5.388, 13.189
-181.505, 40.912, 5.417, 13.232
-181.504, 40.676, 5.452, 13.275
-181.504, 40.438, 5.478, 13.318
-181.504, 40.199, 5.510, 13.361
-181.503, 39.958, 5.533, 13.404
-181.503, 39.717, 5.562, 13.447
-181.503, 39.475, 5.582, 13.490
-181.502, 39.231, 5.608, 13.533
-181.502, 38.987, 5.626, 13.576
-181.502, 38.742, 5.650, 13.619
-181.501, 38.496, 5.667, 13.662
-181.501, 38.249, 5.690, 13.705
-181.500, 38.001, 5.706, 13.748
-181.500, 37.752, 5.729, 13.791
-181.500, 37.502, 5.746, 13.834
-181.499, 37.252, 5.769, 13.877
-181.499, 37.001, 5.787, 13.920
-181.498, 36.748, 5.812, 13.963
-181.498, 36.495, 5.831, 14.006
-181.498, 36.241, 5.857, 14.049
-181.497, 35.986, 5.877, 14.092
-181.497, 35.729, 5.904, 14.135
-181.496, 35.472, 5.925, 14.178
-181.496, 35.214, 5.953, 14.221
-181.496, 34.954, 5.974, 14.264
-181.495, 34.694, 6.002, 14.307
-181.495, 34.432, 6.023, 14.350
-181.494, 34.169, 6.051, 14.393
-181.494, 33.906, 6.073, 14.436
-181.493, 33.641, 6.100, 14.479
-181.493, 33.375, 6.122, 14.522
-181.492, 33.108, 6.149, 14.565
-181.492, 32.840, 6.171, 14.608
-181.491, 32.571, 6.198, 14.651
-181.491, 32.301, 6.221, 14.694
-181.490, 32.029, 6.248, 14.737
-181.490, 31.757, 6.270, 14.780
-181.490, 31.484, 6.298, 14.823
-181.489, 31.209, 6.321, 14.866
-181.488, 30.934, 6.348, 14.909
-181.488, 30.657, 6.372, 14.952
-181.487, 30.379, 6.399, 14.995
-181.487, 30.100, 6.423, 15.038
-181.486, 29.820, 6.451, 15.081
-181.486, 29.539, 6.475, 15.124
-181.485, 29.256, 6.503, 15.167
-181.485, 28.973, 6.528, 15.210
-181.484, 28.688, 6.555, 15.253
-181.484, 28.403, 6.581, 15.296
-181.483, 28.116, 6.609, 15.339
-181.482, 27.828, 6.635, 15.382
-181.482, 27.538, 6.662, 15.425
-181.481, 27.248, 6.688, 15.468
-181.481, 26.956, 6.715, 15.511
-181.480, 26.664, 6.742, 15.554
-181.480, 26.370, 6.769, 15.597
-181.479, 26.075, 6.796, 15.640
-181.478, 25.778, 6.823, 15.683
-181.478, 25.481, 6.850, 15.726
-181.477, 25.182, 6.878, 15.769
-181.476, 24.882, 6.905, 15.812
-181.476, 24.581, 6.933, 15.855
-181.475, 24.279, 6.961, 15.898
-181.474, 23.976, 6.989, 15.941
-181.474, 23.671, 7.018, 15.984
-181.473, 23.365, 7.046, 16.027
-181.472, 23.058, 7.075, 16.070
-181.472, 22.749, 7.104, 16.113
-181.471, 22.440, 7.133, 16.156
-181.470, 22.129, 7.162, 16.199
-181.470, 21.816, 7.191, 16.242
-181.469, 21.503, 7.221, 16.285
-181.468, 21.188, 7.250, 16.328
-181.468, 20.872, 7.280, 16.371
-181.467, 20.554, 7.310, 16.414
-181.466, 20.236, 7.340, 16.457
-181.465, 19.916, 7.370, 16.500
-181.465, 19.594, 7.401, 16.543
-181.464, 19.272, 7.431, 16.586
-181.463, 18.948, 7.462, 16.629
-181.462, 18.622, 7.492, 16.672
-181.461, 18.296, 7.523, 16.715
-181.461, 17.968, 7.554, 16.758
-181.460, 17.638, 7.585, 16.801
-181.459, 17.308, 7.616, 16.844
-181.458, 16.976, 7.648, 16.887
-181.457, 16.642, 7.679, 16.930
-181.456, 16.307, 7.711, 16.973
-181.456, 15.971, 7.742, 17.016
-181.455, 15.634, 7.774, 17.059
-181.454, 15.295, 7.806, 17.102
-181.453, 14.954, 7.838, 17.145
-181.452, 14.613, 7.871, 17.188
-181.451, 14.270, 7.903, 17.231
-181.450, 13.925, 7.936, 17.274
-181.449, 13.579, 7.968, 17.317
-181.448, 13.232, 8.001, 17.360
-181.447, 12.883, 8.034, 17.403
-181.447, 12.532, 8.068, 17.446
-181.446, 12.181, 8.101, 17.489
-181.445, 11.827, 8.135, 17.532
-181.444, 11.473, 8.168, 17.575
-181.443, 11.117, 8.202, 17.618
-181.442, 10.759, 8.236, 17.661
-181.441, 10.400, 8.270, 17.704
-181.440, 10.039, 8.304, 17.747
-181.439, 9.677, 8.339, 17.790
-181.438, 9.314, 8.373, 17.833
-181.437, 8.949, 8.408, 17.876
-181.435, 8.582, 8.443, 17.919
-181.434, 8.214, 8.478, 17.962
-181.433, 7.844, 8.513, 18.005
-181.432, 7.473, 8.548, 18.048
-181.431, 7.100, 8.584, 18.091
-181.430, 6.726, 8.619, 18.134
-181.429, 6.350, 8.655, 18.177
-181.428, 5.973, 8.691, 18.220
-181.427, 5.594, 8.727, 18.263
-181.426, 5.214, 8.763, 18.306
-181.424, 4.832, 8.800, 18.349
-181.423, 4.448, 8.836, 18.392
-181.422, 4.063, 8.873, 18.435
-181.421, 3.676, 8.910, 18.478
-181.420, 3.287, 8.947, 18.521
-181.418, 2.897, 8.984, 18.564
-181.417, 2.505, 9.021, 18.607
-181.416, 2.112, 9.059, 18.650
-181.415, 1.717, 9.097, 18.693
-181.413, 1.321, 9.135, 18.736
-181.412, 0.922, 9.173, 18.779
-181.411, 0.522, 9.211, 18.822
-181.409, 0.121, 9.249, 18.865
-181.408, -0.282, 9.288, 18.908
-181.407, -0.687, 9.326, 18.951
-181.405, -1.094, 9.365, 18.994
-181.404, -1.502, 9.404, 19.037
-181.403, -1.912, 9.443, 19.080
-181.401, -2.324, 9.482, 19.123
-181.400, -2.738, 9.522, 19.166
-181.398, -3.153, 9.561, 19.209
-181.397, -3.570, 9.601, 19.252
-181.395, -3.988, 9.641, 19.295
-181.394, -4.408, 9.681, 19.338
-181.393, -4.831, 9.721, 19.381
-181.391, -5.254, 9.762, 19.424
-181.390, -5.680, 9.802, 19.467
-181.388, -6.107, 9.843, 19.510
-181.386, -6.537, 9.884, 19.553
-181.385, -6.968, 9.925, 19.596
-181.383, -7.400, 9.967, 19.639
-181.382, -7.835, 10.008, 19.682
-181.380, -8.271, 10.050, 19.725
-181.379, -8.709, 10.092, 19.768
-181.377, -9.149, 10.134, 19.811
-181.375, -9.591, 10.176, 19.854
-181.374, -10.035, 10.219, 19.897
-181.372, -10.480, 10.261, 19.940
-181.370, -10.928, 10.304, 19.983
-181.368, -11.377, 10.347, 20.026
-181.367, -11.828, 10.390, 20.069
-181.365, -12.281, 10.433, 20.112
-181.363, -12.736, 10.477, 20.155
-181.361, -13.193, 10.520, 20.198
-181.360, -13.652, 10.564, 20.241
-181.358, -14.112, 10.608, 20.284
-181.356, -14.575, 10.652, 20.327
-181.354, -15.039, 10.696, 20.370
-181.352, -15.505, 10.741, 20.413
-181.350, -15.974, 10.786, 20.456
-181.349, -16.444, 10.830, 20.499
-181.347, -16.916, 10.875, 20.542
-181.345, -17.390, 10.921, 20.585
-181.343, -17.867, 10.966, 20.628
-181.341, -18.345, 11.012, 20.671
-181.339, -18.825, 11.057, 20.714
-181.337, -19.307, 11.103, 20.757
-181.335, -19.791, 11.149, 20.800
-181.333, -20.277, 11.196, 20.843
-181.331, -20.765, 11.242, 20.886
-181.329, -21.255, 11.289, 20.929
-181.326, -21.748, 11.336, 20.972
-181.324, -22.242, 11.383, 21.015
-181.322, -22.738, 11.430, 21.058
-181.320, -23.237, 11.478, 21.101
-181.318, -23.737, 11.526, 21.144
-181.316, -24.240, 11.574, 21.187
-181.313, -24.744, 11.622, 21.230
-181.311, -25.251, 11.671, 21.273
-181.309, -25.760, 11.720, 21.316
-181.307, -26.271, 11.770, 21.359
-181.304, -26.784, 11.819, 21.402
-181.302, -27.299, 11.870, 21.445
-181.300, -27.817, 11.920, 21.488
-181.297, -28.337, 11.971, 21.531
-181.295, -28.859, 12.022, 21.574
-181.292, -29.383, 12.073, 21.617
-181.290, -29.909, 12.125, 21.660
-181.287, -30.438, 12.176, 21.703
-181.285, -30.969, 12.229, 21.746
-181.282, -31.502, 12.281, 21.789
-181.280, -32.038, 12.334, 21.832
-181.277, -32.575, 12.387, 21.875
-181.275, -33.116, 12.440, 21.918
-181.272, -33.658, 12.493, 21.961
-181.269, -34.203, 12.547, 22.004
-181.267, -34.750, 12.600, 22.047
-181.264, -35.299, 12.654, 22.090
-181.261, -35.851, 12.709, 22.133
-181.259, -36.405, 12.763, 22.176
-181.256, -36.962, 12.818, 22.219
-181.253, -37.521, 12.872, 22.262
-181.250, -38.082, 12.927, 22.305
-181.248, -38.646, 12.983, 22.348
-181.245, -39.212, 13.038, 22.391
-181.242, -39.780, 13.094, 22.434
-181.239, -40.351, 13.149, 22.477
-181.236, -40.924, 13.205, 22.520
-181.233, -41.500, 13.262, 22.563
-181.230, -42.078, 13.318, 22.606
-181.227, -42.659, 13.375, 22.649
-181.224, -43.242, 13.431, 22.692
-181.221, -43.828, 13.488, 22.735
-181.218, -44.416, 13.546, 22.778
-181.215, -45.007, 13.603, 22.821
-181.211, -45.600, 13.661, 22.864
-181.208, -46.195, 13.719, 22.907
-181.205, -46.794, 13.777, 22.950
-181.202, -47.394, 13.835, 22.993
-181.199, -47.998, 13.894, 23.036
-181.195, -48.603, 13.953, 23.079
-181.192, -49.212, 14.012, 23.122
-181.189, -49.823, 14.071, 23.165
-181.185, -50.436, 14.131, 23.208
-181.182, -51.052, 14.191, 23.251
-181.178, -51.671, 14.251, 23.294
-181.175, -52.292, 14.311, 23.337
-181.171, -52.916, 14.371, 23.380
-181.168, -53.543, 14.432, 23.423
-181.164, -54.172, 14.493, 23.466
-181.161, -54.804, 14.554, 23.509
-181.157, -55.439, 14.616, 23.552
-181.153, -56.076, 14.678, 23.595
-181.150, -56.716, 14.740, 23.638
-181.146, -57.359, 14.802, 23.681
-181.142, -58.004, 14.864, 23.724
-181.138, -58.652, 14.927, 23.767
-181.134, -59.303, 14.990, 23.810
-181.131, -59.957, 15.053, 23.853
-181.127, -60.613, 15.117, 23.896
-181.123, -61.272, 15.181, 23.939
-181.119, -61.934, 15.245, 23.982
-181.115, -62.599, 15.309, 24.025
-181.111, -63.266, 15.373, 24.068
-181.107, -63.937, 15.438, 24.111
-181.102, -64.610, 15.503, 24.154
-181.098, -65.286, 15.568, 24.197
-181.094, -65.965, 15.634, 24.240
-181.090, -66.646, 15.699, 24.283
-181.086, -67.331, 15.765, 24.326
-181.081, -68.018, 15.831, 24.369
-181.077, -68.708, 15.898, 24.412
-181.072, -69.401, 15.965, 24.455
-181.068, -70.098, 16.032, 24.498
-181.064, -70.797, 16.099, 24.541
-181.059, -71.498, 16.166, 24.584
-181.054, -72.203, 16.234, 24.627
-181.050, -72.911, 16.302, 24.670
-181.045, -73.622, 16.370, 24.713
-181.041, -74.336, 16.439, 24.756
-181.036, -75.052, 16.507, 24.799
-181.031, -75.772, 16.576, 24.842
-181.026, -76.495, 16.646, 24.885
-181.021, -77.221, 16.715, 24.928
-181.017, -77.949, 16.785, 24.971
-181.012, -78.681, 16.855, 25.014
-181.007, -79.416, 16.925, 25.057
-181.002, -80.154, 16.995, 25.100
-180.997, -80.895, 17.066, 25.143
-180.991, -81.639, 17.137, 25.186
-180.986, -82.386, 17.208, 25.229
-180.981, -83.137, 17.280, 25.272
-180.976, -83.890, 17.352, 25.315
-180.971, -84.647, 17.424, 25.358
-180.965, -85.406, 17.496, 25.401
-180.960, -86.169, 17.568, 25.444
-180.954, -86.935, 17.641, 25.487
-180.949, -87.704, 17.714, 25.530
-180.943, -88.476, 17.786, 25.573
-180.938, -89.252, 17.857, 25.616
-180.932, -90.030, 17.926, 25.659
-180.926, -90.811, 17.992, 25.702
-180.921, -91.595, 18.052, 25.745
-180.915, -92.382, 18.106, 25.788
-180.909, -93.170, 18.152, 25.831
-180.903, -93.960, 18.189, 25.874
-180.897, -94.752, 18.215, 25.917
-180.891, -95.544, 18.228, 25.960
-180.885, -96.336, 18.228, 26.003
-180.879, -97.127, 18.213, 26.046
-180.873, -97.918, 18.184, 26.089
-180.867, -98.707, 18.142, 26.132
-180.861, -99.493, 18.087, 26.175
-180.855, -100.277, 18.023, 26.218
-180.849, -101.058, 17.950, 26.261
-180.843, -101.835, 17.871, 26.304
-180.837, -102.609, 17.787, 26.347
-180.831, -103.380, 17.700, 26.390
-180.824, -104.146, 17.612, 26.433
-180.818, -104.909, 17.525, 26.476
-180.812, -105.668, 17.440, 26.519
-180.806, -106.424, 17.358, 26.562
-180.800, -107.176, 17.280, 26.605
-180.794, -107.925, 17.207, 26.648
-180.787, -108.671, 17.139, 26.691
-180.781, -109.414, 17.076, 26.734
-180.775, -110.155, 17.020, 26.777
-180.769, -110.894, 16.969, 26.820
-180.762, -111.630, 16.923, 26.863
-180.756, -112.365, 16.884, 26.906
-180.750, -113.098, 16.849, 26.949
-180.744, -113.830, 16.818, 26.992
-180.737, -114.561, 16.792, 27.035
-180.731, -115.290, 16.769, 27.078
-180.725, -116.019, 16.749, 27.121
-180.718, -116.747, 16.732, 27.164
-180.712, -117.474, 16.716, 27.207
-180.706, -118.201, 16.702, 27.250
-180.699, -118.927, 16.687, 27.293
-180.693, -119.652, 16.673, 27.336
-180.686, -120.377, 16.658, 27.379
-180.680, -121.100, 16.642, 27.422
-180.673, -121.823, 16.624, 27.465
-180.667, -122.546, 16.605, 27.508
-180.660, -123.267, 16.583, 27.551
-180.654, -123.987, 16.559, 27.594
-180.647, -124.706, 16.532, 27.637
-180.641, -125.424, 16.503, 27.680
-180.634, -126.141, 16.471, 27.723
-180.627, -126.856, 16.437, 27.766
-180.621, -127.569, 16.401, 27.809
-180.614, -128.281, 16.362, 27.852
-180.607, -128.991, 16.322, 27.895
-180.601, -129.700, 16.281, 27.938
-180.594, -130.406, 16.238, 27.981
-180.587, -131.111, 16.194, 28.024
-180.580, -131.813, 16.151, 28.067
-180.574, -132.514, 16.107, 28.110
-180.567, -133.213, 16.063, 28.153
-180.560, -133.910, 16.019, 28.196
-180.553, -134.605, 15.976, 28.239
-180.546, -135.299, 15.934, 28.282
-180.539, -135.990, 15.893, 28.325
-180.533, -136.680, 15.853, 28.368
-180.526, -137.368, 15.814, 28.411
-180.519, -138.055, 15.776, 28.454
-180.512, -138.739, 15.740, 28.497
-180.505, -139.423, 15.704, 28.540
-180.498, -140.105, 15.670, 28.583
-180.491, -140.785, 15.637, 28.626
-180.484, -141.464, 15.604, 28.669
-180.477, -142.141, 15.572, 28.712
-180.470, -142.817, 15.541, 28.755
-180.463, -143.492, 15.511, 28.798
-180.455, -144.166, 15.481, 28.841
-180.448, -144.838, 15.451, 28.884
-180.441, -145.509, 15.422, 28.927
-180.434, -146.179, 15.392, 28.970
-180.427, -146.847, 15.362, 29.013
-180.419, -147.514, 15.333, 29.056
-180.412, -148.180, 15.302, 29.099
-180.405, -148.844, 15.272, 29.142
-180.398, -149.507, 15.241, 29.185
-180.390, -150.169, 15.210, 29.228
-180.383, -150.829, 15.179, 29.271
-180.375, -151.488, 15.147, 29.314
-180.368, -152.146, 15.114, 29.357
-180.361, -152.802, 15.082, 29.400
-180.353, -153.457, 15.049, 29.443
-180.346, -154.110, 15.016, 29.486
-180.338, -154.762, 14.982, 29.529
-180.330, -155.412, 14.949, 29.572
-180.323, -156.061, 14.915, 29.615
-180.315, -156.709, 14.881, 29.658
-180.307, -157.355, 14.847, 29.701
-180.300, -157.999, 14.814, 29.744
-180.292, -158.642, 14.780, 29.787
-180.284, -159.284, 14.747, 29.830
-180.276, -159.924, 14.713, 29.873
-180.268, -160.563, 14.680, 29.916
-180.260, -161.200, 14.648, 29.959
-180.253, -161.836, 14.615, 30.002
-180.245, -162.470, 14.583, 30.045
